ID	NAME	COL-1	COL-2	COL-3	COL-4	COL-5	COL-6	COL-7	COL-8	COL-9	COL-10	COL-11	COL-12	COL-13	COL-14	COL-15	COL-16	COL-17
695	R-695	208	271	277	277	230	289	271	256	283	220	240	230	256	248	240	248	240
696	R-696	139	179	179	179	110	195	179	161	195	110	161	161	195	179	161	179	161
697	R-697	264	277	248	248	208	264	248	220	256	208	230	240	264	264	256	289	256
698	R-698	220	208	139	195	195	230	179	208	230	110	161	195	208	161	179	195	161
699	R-699	0	69	0	0	0	0	69	0	0	0	0	0	69	0	69	0	0
700	R-700	208	179	161	208	161	240	161	195	240	139	179	195	208	161	195	179	208
701	R-701	240	208	161	179	179	220	161	195	195	139	195	179	161	195	179	179	179
702	R-702	0	0	0	69	69	69	69	69	0	0	0	0	69	0	0	0	0
703	R-703	161	195	179	179	69	179	179	139	161	0	110	110	139	110	139	161	110
704	R-704	220	161	139	179	208	208	161	195	179	0	139	161	195	179	161	179	161
705	R-705	314	289	248	326	353	326	271	283	277	195	256	289	294	283	289	300	283
706	R-706	161	69	69	179	139	179	139	139	161	69	139	161	179	139	139	110	139
707	R-707	179	110	69	179	179	195	139	161	179	69	139	161	195	179	179	161	139
708	R-708	69	69	69	69	69	69	0	69	69	0	0	0	0	0	0	0	0
709	R-709	240	271	195	230	230	256	220	256	256	161	220	230	208	220	220	208	240
710	R-710	343	256	69	69	69	110	0	69	110	69	110	110	110	69	110	139	161
711	R-711	139	69	0	69	69	139	69	110	139	0	69	69	110	69	69	69	69
712	R-712	230	264	240	230	220	256	248	240	256	195	240	230	240	248	230	248	240
713	R-713	240	289	256	248	230	289	271	240	271	230	230	248	264	271	248	277	264
714	R-714	139	208	248	208	208	230	208	179	179	195	220	220	208	230	195	195	161
715	R-715	161	110	69	139	110	161	110	139	161	69	139	139	161	139	139	110	161
716	R-716	208	161	69	110	161	161	69	139	161	110	161	161	161	179	179	161	161
717	R-717	343	350	264	271	304	318	289	314	309	256	277	277	264	300	277	289	300
718	R-718	110	110	69	110	0	69	0	69	69	0	0	0	0	0	0	69	0
719	R-719	69	208	195	179	69	0	0	0	0	0	0	0	0	0	0	0	0
720	R-720	195	256	230	240	195	248	248	230	248	110	179	195	230	220	208	220	195
721	R-721	371	409	414	408	401	408	442	376	393	425	401	404	401	450	463	470	420
722	R-722	110	110	161	240	179	179	161	179	208	139	139	161	161	110	110	139	195
723	R-723	161	195	220	230	208	220	161	195	220	161	230	240	220	179	161	139	179
724	R-724	195	240	220	195	110	139	69	161	195	161	208	240	271	289	277	248	283
725	R-725	139	69	0	69	69	110	110	110	110	0	69	69	110	69	69	69	110
726	R-726	294	240	230	283	230	300	256	277	304	264	314	318	304	318	314	304	318
727	R-727	283	264	195	195	179	240	220	208	248	195	208	220	208	220	220	248	230
728	R-728	208	208	208	179	139	179	179	139	179	161	161	179	179	208	161	195	195
729	R-729	179	230	195	179	139	208	195	161	195	110	139	139	179	161	161	179	179
730	R-730	230	256	248	248	230	283	277	230	240	195	220	240	248	264	256	264	230
731	R-731	248	179	161	208	195	240	161	208	220	179	208	220	220	195	195	179	208
732	R-732	195	139	110	179	139	161	110	139	179	110	110	139	161	139	139	110	139
733	R-733	309	309	264	283	314	333	289	309	322	294	333	333	309	326	304	309	350
734	R-734	256	326	364	397	385	378	350	343	340	264	356	356	333	337	318	304	314
735	R-735	283	330	294	309	294	326	309	294	309	220	271	277	294	294	271	289	271
736	R-736	230	264	248	248	208	248	230	220	240	208	208	208	220	240	220	240	220
737	R-737	139	161	110	139	161	195	161	161	195	139	161	161	179	195	161	195	179
738	R-738	208	248	240	256	230	277	271	195	230	161	195	220	256	256	256	256	208
739	R-739	314	289	271	300	300	314	294	300	314	271	289	294	283	300	294	294	309
740	R-740	271	385	318	300	289	322	289	283	309	314	391	364	322	337	304	300	314
741	R-741	277	283	230	271	240	283	248	264	271	179	240	248	264	264	248	264	248
742	R-742	248	314	304	277	264	309	294	248	283	283	264	271	277	294	277	283	300
743	R-743	240	230	195	208	220	256	230	208	208	139	195	195	208	230	208	230	208
744	R-744	0	0	0	0	0	69	69	0	0	0	0	0	69	69	0	0	0
745	R-745	230	161	161	208	195	256	240	220	256	195	230	248	230	208	230	179	256
746	R-746	304	330	318	343	289	318	289	300	330	248	304	304	300	304	300	289	283
747	R-747	271	277	179	230	220	271	230	240	271	208	264	256	240	256	248	264	248
748	R-748	110	69	0	110	69	110	110	69	110	0	0	69	110	69	69	69	0
749	R-749	230	322	283	264	256	326	330	300	314	240	256	264	277	294	289	294	294
750	R-750	240	283	248	271	277	318	289	256	271	179	220	240	277	300	271	289	248
751	R-751	208	256	208	230	230	289	271	230	248	161	195	208	248	256	248	277	220
752	R-752	347	381	387	364	364	369	369	337	353	374	364	369	356	406	395	420	391
753	R-753	330	289	294	304	350	330	318	326	318	277	318	326	304	337	309	330	322
754	R-754	230	161	69	161	161	179	139	179	195	139	179	195	179	161	139	139	179
755	R-755	195	195	220	240	179	240	195	208	240	161	220	240	230	240	195	195	220
756	R-756	208	220	161	195	110	195	179	195	220	110	179	179	195	208	179	195	195
757	R-757	240	264	230	220	195	277	256	248	271	271	283	277	264	271	256	283	304
758	R-758	139	110	110	110	110	139	110	69	139	0	110	69	139	110	110	139	69
759	R-759	300	381	376	356	322	364	366	318	333	322	318	326	330	364	347	361	340
760	R-760	340	256	277	347	326	326	314	314	343	314	340	326	314	304	314	318	340
761	R-761	330	248	264	333	314	314	300	300	333	304	330	318	300	289	309	300	340
762	R-762	356	314	376	411	397	378	381	369	383	416	401	385	350	350	366	347	408
763	R-763	309	322	240	264	271	294	240	283	294	256	300	300	283	294	271	289	289
764	R-764	179	161	139	195	161	220	179	179	208	110	161	179	195	161	161	179	179
765	R-765	161	179	179	208	161	240	208	161	208	139	161	161	195	179	179	179	179
766	R-766	240	277	283	264	240	294	271	248	271	208	240	248	277	271	248	271	248
767	R-767	381	428	445	414	411	411	430	374	387	442	425	426	399	456	432	450	429
768	R-768	110	110	161	195	220	240	161	139	139	69	179	208	220	179	161	110	110
769	R-769	374	353	350	340	326	318	314	326	350	343	347	347	289	330	326	314	364
770	R-770	230	69	0	110	110	139	0	139	179	110	179	179	161	139	110	161	161
771	R-771	277	340	318	337	309	337	300	322	322	240	277	289	294	309	309	289	304
772	R-772	110	110	69	110	110	139	69	69	110	0	69	69	69	69	69	0	69
773	R-773	161	195	110	139	139	208	195	179	195	69	139	161	179	195	161	179	179
774	R-774	195	230	208	208	139	220	220	195	208	110	161	161	195	179	161	179	179
775	R-775	314	389	383	358	353	366	376	340	353	322	330	333	347	383	364	374	364
776	R-776	139	195	161	139	139	195	195	110	139	69	69	69	110	161	161	139	110
777	R-777	248	208	179	208	161	208	179	220	230	139	179	195	208	195	179	179	220
778	R-778	230	195	195	240	195	230	195	230	240	161	208	230	230	195	208	161	230
779	R-779	277	264	248	277	256	289	264	271	283	248	264	271	256	283	283	240	289
780	R-780	230	248	161	195	139	240	110	179	139	69	69	110	110	110	110	110	139
781	R-781	230	248	179	240	179	256	240	240	256	195	248	240	248	248	240	230	256
782	R-782	309	350	366	353	326	343	353	309	322	330	330	337	326	361	350	364	347
783	R-783	139	220	195	161	110	220	208	161	208	139	195	179	179	208	139	220	195
784	R-784	271	220	208	195	208	220	195	195	256	264	322	340	353	376	356	366	356
785	R-785	383	369	397	385	432	401	393	393	393	419	429	437	399	456	451	426	456
786	R-786	471	456	485	456	502	448	461	462	448	541	511	502	439	520	526	496	518
787	R-787	195	139	179	195	139	161	69	139	161	139	195	208	179	179	139	110	161
788	R-788	289	277	271	277	283	283	248	289	294	256	256	256	240	271	256	264	248
789	R-789	411	419	437	428	452	426	422	429	419	480	458	453	406	456	447	441	475
790	R-790	110	110	110	110	69	139	69	110	110	0	0	69	110	110	69	69	0
791	R-791	208	179	139	179	161	195	139	179	195	110	161	161	161	179	161	161	161
792	R-792	300	309	277	283	264	294	264	294	294	283	314	309	289	340	309	289	309
793	R-793	208	230	179	161	230	277	256	220	220	161	208	195	195	248	230	248	220
794	R-794	240	271	256	283	256	314	256	271	289	248	248	271	289	309	264	294	277
795	R-795	277	256	208	179	179	220	220	195	195	161	161	179	179	179	195	230	220
796	R-796	220	248	220	220	195	248	240	208	230	161	208	220	220	230	220	248	220
797	R-797	309	248	256	283	271	283	264	264	318	318	309	314	300	309	294	283	343
798	R-798	179	208	208	220	161	208	161	161	179	110	195	208	208	179	161	139	161
799	R-799	69	69	0	69	0	69	0	0	0	0	0	0	0	0	0	0	0
800	R-800	110	139	69	69	69	69	69	0	69	0	0	69	0	69	0	69	69
801	R-801	230	256	220	220	240	256	248	220	230	208	208	220	220	240	208	240	220
802	R-802	220	195	110	179	179	195	139	161	179	110	139	139	139	161	139	139	139
803	R-803	314	230	248	283	283	300	264	277	283	230	283	283	277	283	271	256	256
804	R-804	271	330	300	326	300	326	309	294	304	220	277	264	289	314	309	283	248
805	R-805	179	195	161	179	139	195	139	179	179	110	161	161	179	179	161	139	161
806	R-806	208	208	139	179	179	220	161	161	208	139	179	195	161	208	195	179	195
807	R-807	208	230	179	179	195	220	195	195	220	139	161	161	179	220	195	208	195
808	R-808	333	378	403	383	385	378	393	353	369	447	391	397	374	423	423	437	408
809	R-809	408	453	465	444	447	438	468	406	420	504	460	453	426	500	490	502	483
810	R-810	220	240	195	195	179	195	195	179	195	110	161	179	195	208	179	220	179
811	R-811	220	139	110	139	161	195	161	195	208	110	179	195	195	179	179	161	208
812	R-812	179	110	69	139	139	179	139	179	179	139	139	161	161	179	179	161	179
813	R-813	364	361	376	376	369	376	356	358	364	381	378	385	343	374	371	350	399
814	R-814	230	179	110	179	179	220	161	195	208	110	179	161	195	195	179	220	195
815	R-815	271	289	248	256	179	271	248	248	277	208	240	240	248	220	220	220	220
816	R-816	161	161	69	110	110	179	139	161	179	110	161	161	179	161	139	161	139
817	R-817	289	353	347	350	343	376	414	358	374	369	364	371	366	397	387	408	378
818	R-818	429	429	439	438	480	444	476	464	448	493	479	482	443	496	493	483	494
819	R-819	195	110	69	139	110	139	110	139	179	110	161	161	139	110	139	110	161
820	R-820	139	110	69	110	69	110	69	110	139	69	110	110	110	110	110	69	110
821	R-821	179	139	110	161	139	179	110	139	161	69	110	110	110	110	110	110	139
822	R-822	69	110	161	161	69	161	69	110	139	139	161	161	139	139	110	69	139
823	R-823	248	304	300	300	264	309	283	256	294	264	283	283	264	289	271	271	277
824	R-824	139	110	110	139	110	161	110	110	139	0	69	110	110	110	69	110	69
825	R-825	195	248	248	240	240	277	230	208	208	161	179	208	230	248	220	248	220
826	R-826	426	417	420	438	448	404	408	403	401	480	449	439	403	455	465	444	462
827	R-827	220	179	161	208	208	220	161	179	208	161	179	195	208	220	195	161	179
828	R-828	314	347	330	340	347	364	330	353	353	256	304	330	314	340	314	322	318
829	R-829	443	448	463	454	477	432	444	434	420	523	478	466	414	483	488	477	496
830	R-830	110	179	161	179	240	283	195	179	161	69	139	179	230	256	230	195	179
831	R-831	256	271	208	240	161	230	161	161	195	139	139	139	161	161	161	161	161
832	R-832	220	240	208	220	195	271	248	220	256	195	230	248	248	256	240	264	230
833	R-833	208	294	271	264	248	304	304	248	277	264	264	264	277	289	283	309	264
834	R-834	179	161	69	69	69	110	69	110	110	0	0	69	0	0	69	0	69
835	R-835	271	304	240	277	300	318	271	277	264	195	220	248	264	289	264	256	220
836	R-836	289	366	340	343	294	350	333	326	350	256	314	309	283	326	322	294	330
837	R-837	208	230	179	220	220	264	220	220	248	179	208	220	220	230	208	230	230
838	R-838	304	350	343	347	314	358	353	289	322	256	289	314	330	343	314	358	330
839	R-839	179	220	179	195	161	220	195	161	195	161	179	195	208	230	208	220	208
840	R-840	411	434	443	439	454	434	447	411	420	483	456	456	403	469	476	460	476
841	R-841	230	230	220	230	208	240	195	220	240	161	220	230	230	240	230	208	240
842	R-842	283	289	277	277	230	283	256	240	271	256	256	256	256	283	256	277	264
843	R-843	240	277	220	248	256	289	264	240	256	208	240	248	264	283	248	277	248
844	R-844	240	271	248	240	220	264	264	208	230	208	195	220	240	264	240	271	240
845	R-845	264	277	264	264	271	289	283	248	264	248	264	271	271	309	277	309	271
846	R-846	179	179	161	179	161	208	139	161	195	110	161	161	179	139	139	139	139
847	R-847	374	393	361	378	333	387	350	343	383	350	387	385	366	408	393	387	411
848	R-848	69	139	161	195	110	161	110	69	139	110	161	179	195	161	110	69	110
849	R-849	230	271	248	240	230	271	220	208	230	179	240	248	208	220	195	195	179
850	R-850	248	256	230	220	248	264	230	220	240	220	220	230	220	248	220	256	240
851	R-851	0	139	195	179	69	139	110	69	110	69	69	110	69	139	69	110	69
852	R-852	277	353	364	358	326	309	300	248	283	230	240	256	277	294	300	330	277
853	R-853	356	330	264	256	264	294	277	300	309	277	330	318	289	314	294	300	350
854	R-854	294	264	208	230	230	271	240	248	283	220	289	289	271	264	256	230	309
855	R-855	139	110	0	110	69	139	110	69	139	0	110	69	110	69	110	69	69
856	R-856	139	139	110	161	139	179	110	110	139	69	110	139	161	139	110	110	69
857	R-857	463	472	456	473	465	448	428	425	432	503	485	479	429	495	498	464	488
858	R-858	69	69	69	110	0	110	0	0	0	0	69	69	69	69	0	0	0
859	R-859	161	179	230	208	69	161	139	69	139	139	179	195	195	139	139	139	110
860	R-860	264	304	322	326	264	318	294	208	264	230	256	271	304	322	283	309	264
861	R-861	208	208	179	195	220	264	240	195	220	161	208	230	248	264	240	264	240
862	R-862	110	69	0	0	0	69	69	0	69	0	69	69	69	69	69	0	69
863	R-863	256	304	381	356	347	343	283	271	294	304	381	381	337	330	294	256	304
864	R-864	318	264	208	220	195	240	161	195	240	256	264	256	230	240	240	248	256
865	R-865	294	289	230	248	208	264	208	220	264	240	264	271	248	264	248	240	294
866	R-866	356	337	271	294	248	318	277	264	322	294	337	337	322	337	330	309	358
867	R-867	208	248	208	230	161	271	230	208	240	110	161	179	195	208	195	179	208
868	R-868	240	179	139	195	179	208	139	139	179	179	208	220	208	195	179	195	208
869	R-869	322	289	314	309	300	309	289	256	289	271	304	309	309	326	271	318	300
870	R-870	330	364	376	374	347	378	374	314	333	330	337	353	343	374	347	369	340
871	R-871	318	294	318	322	300	304	318	289	304	309	318	318	294	294	326	271	330
872	R-872	69	0	0	69	0	69	69	69	110	0	69	69	69	69	110	69	110
873	R-873	208	195	139	139	110	139	69	110	139	0	110	110	69	69	69	69	69
874	R-874	256	283	248	264	271	294	271	271	277	220	264	271	264	264	248	220	264
875	R-875	0	69	69	69	0	0	0	0	0	69	0	69	0	110	69	69	69
876	R-876	69	110	69	110	110	161	110	69	139	69	69	110	110	139	110	69	110
877	R-877	220	240	179	220	208	277	208	195	240	179	208	230	220	240	230	220	240
878	R-878	179	309	264	208	179	220	195	195	240	179	230	220	220	208	179	179	161
879	R-879	376	406	389	399	395	411	420	371	397	445	420	413	395	454	453	475	445
880	R-880	110	110	110	110	110	161	69	110	139	69	110	139	139	139	110	161	161
881	R-881	256	304	300	294	240	294	283	256	283	277	256	294	294	330	326	347	304
882	R-882	139	161	179	179	161	179	179	110	161	110	179	195	179	179	179	110	195
883	R-883	195	208	179	208	195	248	195	208	230	161	248	256	256	264	220	240	220
884	R-884	179	179	161	179	139	240	161	161	220	161	240	240	230	230	208	195	195
885	R-885	230	256	220	230	208	271	240	220	264	208	256	271	264	271	240	248	264
886	R-886	139	110	0	69	0	179	161	69	139	110	110	110	110	139	110	110	139
887	R-887	161	195	179	179	110	179	161	110	161	110	139	139	161	161	110	161	139
888	R-888	264	304	309	309	283	309	294	240	271	271	264	277	277	304	289	318	271
889	R-889	220	271	240	256	230	240	248	195	208	139	179	195	179	230	220	220	161
890	R-890	0	69	0	0	69	69	69	69	69	0	69	69	69	110	69	69	110
891	R-891	371	374	381	393	401	389	369	369	381	432	437	426	374	395	391	366	429
892	R-892	318	340	322	350	358	340	350	340	322	294	304	333	333	337	326	330	314
893	R-893	161	110	69	69	0	0	0	69	69	0	69	69	110	69	69	69	69
894	R-894	240	179	139	179	161	139	139	179	161	139	139	139	161	139	139	161	161
895	R-895	161	139	110	139	110	110	161	139	139	69	110	110	161	110	110	110	110
896	R-896	283	220	248	294	294	283	289	300	277	248	248	230	289	240	220	230	256
897	R-897	110	0	0	0	0	0	0	0	0	0	0	69	69	0	0	69	0
898	R-898	220	230	220	240	220	220	230	230	220	161	195	195	240	195	208	208	195
899	R-899	110	69	69	110	69	69	69	110	69	0	69	69	110	69	110	69	69
900	R-900	110	110	110	161	179	161	110	139	110	69	69	110	195	161	110	139	110
901	R-901	161	195	195	208	208	208	161	179	161	110	110	161	195	195	139	179	161
902	R-902	230	304	271	264	271	248	264	283	271	240	248	248	264	248	264	264	240
903	R-903	110	110	69	69	139	110	139	139	110	69	69	69	110	110	110	69	139
904	R-904	230	110	110	161	195	195	195	220	240	208	240	220	240	195	208	220	248
905	R-905	69	0	0	0	69	0	69	161	139	69	139	69	110	69	110	69	69
906	R-906	337	387	371	374	374	353	347	353	343	361	330	350	361	371	343	381	356
907	R-907	208	240	195	195	179	179	220	264	248	208	195	179	195	161	161	208	208
908	R-908	364	381	383	383	385	343	376	393	376	451	401	385	361	364	406	406	378
909	R-909	230	230	208	208	208	179	220	240	230	220	220	195	230	179	220	179	161
910	R-910	304	256	110	139	139	139	110	161	220	208	220	248	256	240	220	271	277
911	R-911	161	230	220	220	240	208	240	220	208	161	179	208	220	220	208	208	161
912	R-912	220	195	139	195	230	208	208	208	195	161	161	161	195	179	161	195	161
913	R-913	240	248	195	208	264	240	248	277	264	195	240	248	271	230	264	256	240
914	R-914	195	256	240	240	248	195	139	195	208	179	208	240	208	161	195	161	139
915	R-915	69	161	110	69	69	69	110	110	110	0	69	69	69	69	110	69	0
916	R-916	283	294	309	294	289	256	294	326	309	300	309	283	300	277	314	289	277
917	R-917	0	69	69	0	69	69	69	69	69	69	69	69	69	69	69	69	69
918	R-918	69	179	139	110	139	139	139	161	161	110	110	139	139	139	139	161	110
919	R-919	195	256	230	220	264	256	256	256	248	208	220	240	248	240	220	240	220
920	R-920	195	139	110	161	161	139	179	179	179	110	139	161	195	179	139	179	161
921	R-921	283	240	208	208	208	179	195	195	179	139	139	139	161	161	139	139	139
922	R-922	69	110	161	179	195	195	161	139	69	0	69	139	179	161	139	69	69
923	R-923	139	69	69	0	0	0	0	69	69	0	69	0	110	69	0	0	110
924	R-924	0	110	139	110	110	110	69	69	69	69	110	139	110	139	69	110	110
925	R-925	110	69	69	69	69	110	110	139	139	69	69	110	195	195	179	179	179
926	R-926	69	69	0	69	69	0	0	69	0	0	0	0	0	0	0	0	0
927	R-927	161	179	110	139	161	110	110	139	139	69	69	110	139	110	110	110	110
928	R-928	139	69	110	69	0	0	0	0	0	0	0	0	0	0	0	0	0
929	R-929	230	195	195	179	161	139	139	161	110	69	69	69	110	110	69	69	110
930	R-930	110	161	161	110	139	110	0	139	139	110	139	161	161	139	110	110	110
931	R-931	230	264	271	271	256	240	248	256	248	289	264	277	264	248	240	248	230
932	R-932	248	330	361	358	358	330	309	277	248	208	309	340	353	333	304	289	271
933	R-933	179	208	277	294	277	248	248	230	208	179	240	264	283	248	208	208	179
934	R-934	179	208	179	179	195	195	179	208	161	139	139	161	179	161	161	161	161
935	R-935	139	110	110	69	69	69	69	110	69	0	0	0	69	69	69	69	69
936	R-936	326	371	369	350	376	340	330	343	343	374	350	369	369	371	356	387	366
937	R-937	309	314	391	458	445	434	439	428	383	409	361	369	406	395	340	381	353
938	R-938	304	289	271	294	294	294	294	304	289	277	277	289	304	300	264	300	300
939	R-939	240	220	256	294	277	264	256	256	230	195	220	230	240	208	179	208	195
940	R-940	208	208	240	294	248	240	230	230	179	195	220	240	240	230	195	195	195
941	R-941	208	208	179	179	208	179	195	195	208	179	195	195	208	179	139	179	195
942	R-942	139	139	195	220	230	208	179	179	139	110	110	161	179	161	161	139	110
943	R-943	220	208	264	283	248	230	230	220	195	179	195	208	256	220	195	179	161
944	R-944	256	208	240	248	220	208	208	230	208	195	220	195	220	179	161	179	220
945	R-945	139	179	161	139	139	161	110	161	161	69	110	139	195	179	139	161	139
946	R-946	139	110	179	161	139	110	110	110	110	0	69	69	69	69	69	69	0
947	R-947	161	179	220	277	289	289	294	294	256	179	179	195	277	256	230	230	240
948	R-948	69	69	69	0	69	69	69	110	69	0	0	0	69	69	0	69	69
949	R-949	179	220	139	161	220	220	195	220	208	161	161	179	208	195	179	195	179
950	R-950	230	240	230	300	314	283	271	256	230	220	220	240	264	248	264	271	264
951	R-951	0	69	69	69	69	110	69	110	69	0	0	0	69	69	69	69	0
952	R-952	283	220	139	139	161	139	139	139	195	208	208	220	230	220	230	264	271
953	R-953	161	69	0	0	0	0	69	0	0	0	0	0	69	0	0	0	0
954	R-954	318	330	326	309	300	277	318	330	314	318	318	304	318	294	314	300	309
955	R-955	220	230	139	161	208	220	161	195	195	161	208	240	220	230	208	220	220
956	R-956	69	110	110	69	69	69	69	69	69	69	69	69	110	69	69	69	69
957	R-957	333	337	289	271	220	195	179	179	208	230	256	277	277	256	256	256	248
958	R-958	230	220	161	230	277	283	248	294	277	208	230	248	256	256	256	264	240
959	R-959	69	69	0	69	69	0	0	69	69	0	0	69	69	0	69	69	0
960	R-960	110	0	69	69	69	69	69	69	69	69	110	110	139	139	161	139	161
961	R-961	195	195	208	195	208	208	208	220	208	161	195	179	220	195	179	179	195
962	R-962	139	230	208	208	289	230	161	179	179	139	179	220	256	256	256	256	230
963	R-963	110	304	343	289	240	220	161	139	139	220	289	300	289	240	179	179	179
964	R-964	277	294	248	248	256	256	256	271	256	220	220	248	256	256	240	264	256
965	R-965	314	356	358	350	353	304	333	333	330	376	343	350	330	333	358	376	340
966	R-966	69	110	69	69	69	69	69	69	69	0	0	69	69	69	69	69	69
967	R-967	240	139	69	69	110	110	69	139	139	139	139	139	179	161	161	179	195
968	R-968	195	300	340	330	289	256	264	264	230	179	195	195	230	208	208	179	208
969	R-969	195	264	230	220	264	220	179	240	248	179	208	230	256	248	220	230	220
970	R-970	256	271	271	240	256	256	240	248	264	208	240	256	283	264	230	264	256
971	R-971	0	69	69	0	69	69	0	69	69	0	69	69	69	69	69	69	0
972	R-972	161	208	161	161	208	208	139	195	195	139	161	179	195	179	179	179	161
973	R-973	179	248	271	264	230	220	195	208	208	220	256	264	256	230	208	208	179
974	R-974	69	69	69	110	69	69	0	0	0	0	0	0	0	0	0	0	0
975	R-975	264	304	256	277	264	264	271	300	277	230	256	264	248	264	271	264	240
976	R-976	449	434	460	471	457	423	449	450	414	484	447	425	434	411	425	434	454
977	R-977	294	195	161	195	110	110	110	139	110	69	110	110	139	110	139	69	110
978	R-978	0	69	139	69	110	69	0	69	69	69	110	110	139	110	69	69	69
979	R-979	161	195	161	139	179	195	139	179	195	139	161	179	208	195	161	179	161
980	R-980	220	283	248	220	264	264	264	271	264	220	230	248	271	248	230	256	248
981	R-981	139	161	195	139	110	110	110	139	139	161	179	161	161	110	69	69	110
982	R-982	139	179	179	161	161	139	161	195	179	110	161	161	179	110	139	110	110
983	R-983	139	139	110	161	179	195	179	195	161	69	110	110	195	139	139	110	139
984	R-984	361	371	389	399	381	347	350	364	350	422	385	391	378	371	389	395	383
985	R-985	161	195	240	248	230	230	195	208	195	139	208	248	277	240	195	208	195
986	R-986	195	139	110	69	161	139	69	110	110	69	110	139	161	139	110	139	139
987	R-987	248	179	139	161	139	110	110	110	110	69	110	139	139	139	69	110	139
988	R-988	179	179	139	179	179	179	179	208	179	110	139	161	195	139	139	179	179
989	R-989	0	161	0	0	0	0	0	0	0	69	208	208	179	110	69	69	69
990	R-990	289	208	208	240	195	195	208	220	208	139	179	179	220	195	195	179	195
991	R-991	110	139	139	139	161	161	161	161	139	69	110	110	179	139	69	110	110
992	R-992	445	447	462	477	483	460	474	452	430	496	448	461	456	460	423	463	469
993	R-993	289	304	271	271	300	309	289	283	256	240	230	240	264	256	179	248	271
994	R-994	289	314	283	294	230	240	248	256	240	195	208	208	220	208	220	208	195
995	R-995	356	337	353	340	347	300	326	330	304	347	337	314	333	309	322	326	389
996	R-996	110	110	69	0	0	0	69	110	110	0	69	0	69	0	69	69	69
997	R-997	161	139	110	110	139	139	161	195	179	110	110	110	179	161	139	179	179
998	R-998	208	161	110	161	179	195	161	179	179	179	208	220	240	220	208	208	195
999	R-999	195	110	69	110	110	69	69	69	110	110	110	110	139	110	69	110	110
1000	R-1000	139	69	110	69	110	110	69	69	139	69	110	110	139	69	69	110	110
1001	R-1001	161	161	195	195	139	139	161	179	161	161	161	161	161	139	161	139	110
1002	R-1002	289	318	300	314	294	300	304	314	309	277	289	294	309	309	304	318	309
1003	R-1003	340	248	161	139	69	69	69	139	161	110	110	69	69	69	0	69	110
1004	R-1004	283	283	304	314	277	248	240	240	220	220	264	264	289	248	220	208	220
1005	R-1005	208	271	230	220	256	264	230	248	256	208	240	264	277	248	230	240	230
1006	R-1006	347	340	330	347	340	300	318	318	318	333	337	326	333	314	330	343	385
1007	R-1007	139	161	110	110	161	161	139	139	139	69	110	139	161	139	139	139	110
1008	R-1008	230	230	220	220	220	230	220	230	220	161	179	195	230	208	161	208	208
1009	R-1009	69	69	139	110	69	69	0	0	0	0	110	139	110	69	69	69	69
1010	R-1010	139	208	161	179	179	161	195	195	195	110	139	161	179	161	161	161	139
1011	R-1011	139	240	179	161	179	161	195	208	195	161	179	179	161	179	179	179	161
1012	R-1012	208	220	264	289	208	220	208	230	230	179	230	220	240	220	230	220	220
1013	R-1013	110	69	69	69	69	69	110	110	69	0	69	69	139	110	139	139	139
1014	R-1014	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1015	R-1015	69	69	0	69	0	0	0	69	69	0	0	0	69	0	69	0	0
1016	R-1016	195	110	179	179	139	139	110	139	110	110	179	179	195	139	139	139	139
1017	R-1017	110	139	139	69	139	110	139	161	110	69	110	110	110	69	69	69	69
1018	R-1018	364	366	403	387	358	330	361	374	366	404	409	376	358	333	361	330	347
1019	R-1019	161	220	179	179	179	179	139	161	179	110	139	161	179	161	139	161	139
1020	R-1020	271	309	294	322	309	277	326	318	309	294	294	300	289	294	309	318	294
1021	R-1021	179	230	161	139	161	179	195	220	208	161	179	161	161	139	161	179	139
1022	R-1022	0	69	0	69	0	69	69	110	69	0	69	0	69	0	0	0	0
1023	R-1023	161	208	264	240	195	161	161	139	161	179	240	220	220	195	161	139	139
1024	R-1024	406	391	369	356	289	248	220	195	179	220	220	264	300	309	294	322	304
1025	R-1025	283	220	195	195	195	195	179	179	208	208	208	220	220	220	220	240	230
1026	R-1026	309	300	271	330	318	304	294	318	318	318	318	309	277	294	304	314	300
1027	R-1027	289	309	318	309	318	318	289	314	304	271	289	289	326	304	277	314	300
1028	R-1028	139	69	0	69	0	0	0	0	69	0	0	0	0	0	0	0	0
1029	R-1029	208	195	208	220	208	179	195	195	139	110	110	110	139	110	110	110	139
1030	R-1030	110	161	69	110	110	139	139	139	139	69	110	110	110	110	110	139	139
1031	R-1031	366	366	383	381	371	347	358	353	358	391	366	364	364	350	361	387	369
1032	R-1032	179	110	110	110	110	110	110	110	139	110	110	110	110	110	139	110	110
1033	R-1033	161	110	0	0	0	0	69	69	69	0	69	69	69	0	69	69	110
1034	R-1034	309	304	294	300	309	318	309	304	300	277	283	304	318	309	271	322	318
1035	R-1035	161	110	110	139	69	69	69	69	110	69	69	69	0	69	69	69	69
1036	R-1036	69	69	69	110	69	69	69	69	69	0	69	0	69	0	0	0	0
1037	R-1037	283	271	300	277	248	230	248	248	248	248	264	240	240	230	248	230	248
1038	R-1038	271	208	230	240	195	161	139	139	139	139	110	110	161	139	139	110	110
1039	R-1039	208	230	208	179	139	139	69	69	69	0	69	110	110	69	0	0	0
